"Age","Attrition","DailyRate","Department","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","Over18","OverTime","PerformanceRating","StandardHours","TotalWorkingYears","TrainingTimesLastYear","YearsInCurrentRole"
46,"No",1485,"Research & Development",3,"Medical",3,"Female",87,3,2,"Manufacturing Director",3,4810,2,"Y","No",3,80,19,5,7
42,"No",1368,"Research & Development",4,"Technical Degree",4,"Female",88,2,2,"Healthcare Representative",4,4523,0,"Y","No",3,80,7,4,5
24,"Yes",1448,"Sales",1,"Technical Degree",1,"Female",62,3,1,"Sales Representative",2,3202,1,"Y","Yes",3,80,6,4,3
34,"Yes",296,"Sales",2,"Marketing",4,"Female",33,1,1,"Sales Representative",3,2351,0,"Y","No",3,80,3,3,2
38,"No",1490,"Research & Development",2,"Life Sciences",4,"Male",42,3,1,"Laboratory Technician",4,1702,1,"Y","Yes",4,80,1,3,0
40,"No",1398,"Sales",4,"Life Sciences",3,"Female",79,3,5,"Manager",3,18041,0,"Y","No",3,80,21,2,15
26,"No",1349,"Research & Development",3,"Life Sciences",1,"Female",90,3,1,"Research Scientist",4,2886,1,"Y","No",4,80,3,3,2
30,"No",1400,"Research & Development",3,"Life Sciences",3,"Male",53,3,1,"Laboratory Technician",4,2097,4,"Y","No",3,80,9,3,3
29,"No",986,"Research & Development",4,"Medical",2,"Male",93,2,3,"Research Director",3,11935,1,"Y","No",3,80,10,2,2
29,"Yes",408,"Research & Development",5,"Technical Degree",3,"Female",71,2,1,"Research Scientist",2,2546,5,"Y","No",3,80,6,2,2
19,"Yes",489,"Human Resources",2,"Technical Degree",1,"Male",52,2,1,"Human Resources",4,2564,1,"Y","No",3,80,1,3,0
30,"No",1398,"Sales",4,"Other",3,"Female",69,3,3,"Sales Executive",1,8412,0,"Y","No",3,80,10,3,8
57,"No",210,"Sales",3,"Marketing",1,"Male",56,2,4,"Manager",4,14118,3,"Y","No",3,80,32,3,0
50,"No",1099,"Research & Development",4,"Life Sciences",2,"Male",88,2,4,"Manager",3,17046,0,"Y","No",3,80,28,2,10
30,"No",1116,"Research & Development",3,"Medical",3,"Female",49,3,1,"Laboratory Technician",4,2564,0,"Y","No",3,80,12,2,7
60,"No",1499,"Sales",3,"Marketing",3,"Female",80,2,3,"Sales Executive",1,10266,4,"Y","No",3,80,22,5,13
47,"No",983,"Research & Development",2,"Medical",1,"Female",65,3,2,"Manufacturing Director",4,5070,5,"Y","No",3,80,20,2,0
46,"No",1009,"Research & Development",3,"Life Sciences",1,"Male",51,3,4,"Research Director",3,17861,6,"Y","No",3,80,26,2,2
35,"No",144,"Research & Development",3,"Life Sciences",4,"Male",46,1,1,"Laboratory Technician",3,4230,0,"Y","No",3,80,6,2,4
54,"No",548,"Research & Development",4,"Life Sciences",3,"Female",42,3,2,"Laboratory Technician",3,3780,7,"Y","No",3,80,19,3,0
34,"No",1303,"Research & Development",4,"Life Sciences",4,"Male",62,2,1,"Research Scientist",3,2768,3,"Y","No",3,80,14,3,3
46,"No",1125,"Sales",3,"Marketing",3,"Female",94,2,3,"Sales Executive",4,9071,2,"Y","Yes",3,80,15,3,2
31,"No",1274,"Research & Development",1,"Life Sciences",3,"Male",33,3,3,"Manufacturing Director",2,10648,1,"Y","No",4,80,13,6,8
33,"Yes",1277,"Research & Development",1,"Medical",2,"Male",56,3,3,"Manager",3,13610,7,"Y","Yes",3,80,15,2,6
33,"Yes",587,"Research & Development",1,"Medical",1,"Male",38,1,1,"Laboratory Technician",4,3408,7,"Y","No",3,80,8,2,3
30,"No",413,"Sales",1,"Marketing",4,"Male",57,3,1,"Sales Representative",2,2983,0,"Y","No",3,80,4,3,2
35,"No",1276,"Research & Development",3,"Life Sciences",4,"Male",72,3,3,"Healthcare Representative",3,7632,4,"Y","Yes",3,80,10,2,7
31,"Yes",534,"Research & Development",3,"Life Sciences",1,"Male",66,3,3,"Healthcare Representative",3,9824,3,"Y","No",3,80,12,2,0
34,"Yes",988,"Human Resources",3,"Human Resources",2,"Female",43,3,3,"Human Resources",1,9950,9,"Y","Yes",3,80,11,2,2
42,"No",1474,"Research & Development",2,"Other",2,"Male",97,3,1,"Laboratory Technician",3,2093,4,"Y","No",3,80,8,4,2
36,"No",635,"Sales",4,"Medical",2,"Male",32,3,3,"Sales Executive",4,9980,1,"Y","No",3,80,10,3,3
22,"Yes",1368,"Research & Development",1,"Technical Degree",3,"Male",99,2,1,"Laboratory Technician",3,3894,5,"Y","No",3,80,4,3,2
48,"No",163,"Sales",5,"Marketing",2,"Female",37,3,2,"Sales Executive",4,4051,2,"Y","No",3,80,14,2,7
55,"No",1117,"Sales",5,"Life Sciences",1,"Female",83,3,4,"Manager",2,16835,3,"Y","No",4,80,37,2,9
41,"No",267,"Sales",2,"Life Sciences",4,"Male",56,3,2,"Sales Executive",4,6230,7,"Y","No",3,80,16,3,3
35,"No",619,"Sales",3,"Marketing",2,"Male",85,3,2,"Sales Executive",3,4717,9,"Y","No",3,80,15,2,9
40,"No",302,"Research & Development",3,"Life Sciences",2,"Female",75,3,4,"Manufacturing Director",3,13237,7,"Y","No",3,80,22,3,6
39,"No",443,"Research & Development",1,"Life Sciences",3,"Female",48,3,1,"Laboratory Technician",3,3755,1,"Y","No",3,80,8,3,3
31,"No",828,"Sales",1,"Life Sciences",2,"Male",77,3,2,"Sales Executive",4,6582,4,"Y","Yes",3,80,10,2,5
42,"No",319,"Research & Development",3,"Medical",4,"Male",56,3,3,"Manufacturing Director",1,7406,1,"Y","Yes",4,80,10,5,9
45,"No",561,"Sales",3,"Other",4,"Male",61,3,2,"Sales Executive",2,4805,0,"Y","No",3,80,9,3,7
26,"Yes",426,"Human Resources",4,"Life Sciences",2,"Female",58,3,1,"Human Resources",3,2741,0,"Y","Yes",3,80,8,2,7
29,"No",232,"Research & Development",3,"Technical Degree",4,"Male",34,3,2,"Manufacturing Director",4,4262,4,"Y","No",3,80,8,2,2
33,"No",922,"Research & Development",5,"Medical",1,"Female",95,4,4,"Research Director",3,16184,4,"Y","No",3,80,10,2,1
31,"No",688,"Sales",3,"Life Sciences",3,"Male",44,2,3,"Manager",4,11557,9,"Y","No",4,80,10,3,4
18,"Yes",1306,"Sales",3,"Marketing",2,"Male",69,3,1,"Sales Representative",2,1878,1,"Y","Yes",3,80,0,3,0
40,"No",1094,"Sales",3,"Other",3,"Male",58,1,3,"Sales Executive",1,10932,3,"Y","No",3,80,20,2,0
41,"No",509,"Research & Development",4,"Other",1,"Female",62,2,2,"Healthcare Representative",3,6811,2,"Y","Yes",3,80,10,3,7
26,"No",775,"Sales",2,"Medical",1,"Male",45,3,2,"Sales Executive",3,4306,5,"Y","No",3,80,8,5,0
35,"No",195,"Sales",3,"Medical",1,"Female",80,3,2,"Sales Executive",3,4859,1,"Y","No",3,80,5,3,4
34,"No",258,"Sales",4,"Life Sciences",4,"Male",74,4,2,"Sales Executive",4,5337,1,"Y","No",3,80,10,3,7
26,"Yes",471,"Research & Development",3,"Technical Degree",3,"Male",66,1,1,"Laboratory Technician",4,2340,1,"Y","Yes",3,80,1,3,0
37,"No",799,"Research & Development",3,"Technical Degree",2,"Female",59,3,3,"Manufacturing Director",4,7491,4,"Y","No",3,80,12,3,5
46,"No",1034,"Research & Development",1,"Medical",1,"Female",86,3,3,"Healthcare Representative",3,10527,5,"Y","No",3,80,28,3,2
41,"No",1276,"Sales",5,"Life Sciences",2,"Female",91,3,4,"Manager",1,16595,7,"Y","No",3,80,22,2,16
37,"No",142,"Sales",4,"Medical",1,"Male",69,3,3,"Sales Executive",2,8834,1,"Y","No",3,80,9,6,5
52,"No",956,"Research & Development",2,"Technical Degree",4,"Male",78,3,2,"Research Scientist",1,5577,3,"Y","Yes",3,80,18,3,9
32,"Yes",1474,"Sales",4,"Other",4,"Male",60,4,2,"Sales Executive",3,4707,8,"Y","No",3,80,6,2,2
24,"No",535,"Sales",3,"Medical",4,"Male",38,3,1,"Sales Representative",4,2400,0,"Y","No",3,80,3,3,2
38,"No",1495,"Research & Development",3,"Medical",3,"Female",76,3,2,"Healthcare Representative",3,9824,3,"Y","No",3,80,18,4,0
37,"No",446,"Research & Development",4,"Life Sciences",2,"Female",65,3,2,"Manufacturing Director",2,6447,6,"Y","No",3,80,8,2,5
49,"No",1245,"Research & Development",4,"Life Sciences",4,"Male",58,2,5,"Research Director",3,19502,1,"Y","Yes",3,80,31,5,9
24,"No",691,"Research & Development",3,"Medical",2,"Male",89,4,1,"Research Scientist",4,2725,1,"Y","Yes",3,80,6,3,5
26,"No",703,"Sales",2,"Marketing",1,"Male",66,3,2,"Sales Executive",2,6272,1,"Y","No",4,80,6,5,3
24,"No",823,"Research & Development",2,"Other",4,"Male",94,2,1,"Laboratory Technician",2,2127,1,"Y","No",4,80,1,2,0
50,"No",1246,"Human Resources",3,"Medical",1,"Male",99,3,5,"Manager",2,18200,1,"Y","No",3,80,32,2,5
25,"No",622,"Sales",1,"Medical",2,"Male",40,3,1,"Sales Representative",3,2096,1,"Y","No",3,80,7,1,4
24,"Yes",1287,"Research & Development",3,"Life Sciences",1,"Female",55,3,1,"Laboratory Technician",3,2886,1,"Y","Yes",3,80,6,4,3
30,"Yes",448,"Sales",4,"Life Sciences",2,"Male",74,2,1,"Sales Representative",1,2033,1,"Y","No",3,80,1,2,0
34,"No",254,"Research & Development",2,"Life Sciences",2,"Male",83,2,1,"Research Scientist",4,3622,1,"Y","Yes",3,80,6,3,5
31,"Yes",1365,"Sales",4,"Medical",2,"Male",46,3,2,"Sales Executive",1,4233,2,"Y","No",3,80,9,2,1
35,"No",538,"Research & Development",2,"Other",1,"Male",54,2,2,"Laboratory Technician",4,3681,4,"Y","No",3,80,9,3,2
31,"No",525,"Sales",4,"Medical",1,"Male",66,4,2,"Sales Executive",4,5460,4,"Y","No",4,80,13,4,7
27,"No",798,"Research & Development",4,"Medical",1,"Female",66,2,1,"Research Scientist",3,2187,0,"Y","No",3,80,6,5,3
37,"No",558,"Sales",3,"Marketing",4,"Male",75,3,2,"Sales Executive",3,9602,4,"Y","Yes",3,80,17,3,0
20,"No",959,"Research & Development",3,"Life Sciences",4,"Female",83,2,1,"Research Scientist",2,2836,1,"Y","No",3,80,1,0,0
42,"No",622,"Research & Development",4,"Life Sciences",3,"Female",81,3,2,"Healthcare Representative",4,4089,1,"Y","No",3,80,10,4,2
43,"No",782,"Research & Development",4,"Other",2,"Male",50,2,4,"Research Director",4,16627,4,"Y","Yes",3,80,21,3,0
38,"No",362,"Research & Development",1,"Life Sciences",3,"Female",43,3,1,"Research Scientist",1,2619,3,"Y","No",3,80,8,3,0
43,"No",1001,"Research & Development",5,"Medical",4,"Male",72,3,2,"Laboratory Technician",3,5679,3,"Y","Yes",3,80,10,3,7
48,"No",1236,"Research & Development",4,"Life Sciences",4,"Female",40,2,4,"Manager",1,15402,7,"Y","No",3,80,21,3,2
44,"No",1112,"Human Resources",4,"Life Sciences",1,"Female",50,2,2,"Human Resources",3,5985,4,"Y","No",3,80,10,1,2
34,"No",204,"Sales",3,"Technical Degree",3,"Female",31,3,1,"Sales Representative",3,2579,1,"Y","Yes",3,80,8,3,2
27,"Yes",1420,"Sales",1,"Marketing",3,"Male",85,3,1,"Sales Representative",1,3041,0,"Y","No",3,80,5,3,3
21,"No",1343,"Sales",1,"Technical Degree",3,"Male",49,3,1,"Sales Representative",3,3447,1,"Y","No",3,80,3,2,2
44,"No",1315,"Research & Development",4,"Other",4,"Male",35,3,5,"Manager",4,19513,4,"Y","Yes",3,80,26,2,2
22,"No",604,"Research & Development",1,"Medical",1,"Male",69,3,1,"Research Scientist",3,2773,0,"Y","No",4,80,3,3,2
33,"No",1216,"Sales",4,"Marketing",3,"Male",39,3,2,"Sales Executive",3,7104,0,"Y","No",3,80,6,3,0
32,"No",646,"Research & Development",4,"Life Sciences",1,"Female",92,3,2,"Research Scientist",4,6322,1,"Y","Yes",3,80,6,2,4
30,"No",160,"Research & Development",3,"Medical",3,"Female",71,3,1,"Research Scientist",3,2083,1,"Y","No",4,80,1,2,0
53,"No",238,"Sales",1,"Medical",4,"Female",34,3,2,"Sales Executive",1,8381,7,"Y","No",4,80,18,2,7
34,"No",1397,"Research & Development",5,"Life Sciences",2,"Male",42,3,1,"Research Scientist",4,2691,1,"Y","No",3,80,10,4,9
45,"Yes",306,"Sales",4,"Life Sciences",1,"Female",100,3,2,"Sales Executive",1,4286,2,"Y","No",3,80,5,4,1
26,"No",991,"Research & Development",3,"Life Sciences",3,"Female",71,3,1,"Laboratory Technician",4,2659,1,"Y","Yes",3,80,3,2,2
37,"No",482,"Research & Development",3,"Other",3,"Male",36,3,3,"Manufacturing Director",3,9434,1,"Y","No",3,80,10,2,7
29,"No",1176,"Sales",2,"Medical",2,"Female",62,3,2,"Sales Executive",3,5561,1,"Y","No",3,80,6,5,0
35,"No",1017,"Research & Development",4,"Life Sciences",2,"Male",82,1,2,"Research Scientist",4,6646,1,"Y","No",3,80,17,3,11
33,"No",1296,"Research & Development",3,"Life Sciences",3,"Male",30,3,2,"Healthcare Representative",4,7725,3,"Y","No",4,80,15,2,11
54,"No",397,"Human Resources",4,"Medical",3,"Male",88,3,3,"Human Resources",2,10725,2,"Y","No",3,80,16,1,7
36,"No",913,"Research & Development",2,"Medical",2,"Male",48,2,2,"Manufacturing Director",2,8847,2,"Y","Yes",3,80,13,2,2
27,"No",1115,"Research & Development",4,"Medical",1,"Male",54,2,1,"Research Scientist",4,2045,0,"Y","No",3,80,5,0,2
20,"Yes",1362,"Research & Development",1,"Medical",4,"Male",32,3,1,"Research Scientist",3,1009,1,"Y","Yes",3,80,1,5,0
33,"Yes",1076,"Research & Development",3,"Life Sciences",1,"Male",70,3,1,"Research Scientist",1,3348,1,"Y","Yes",3,80,10,3,8
35,"No",727,"Research & Development",3,"Life Sciences",3,"Male",41,2,1,"Laboratory Technician",3,1281,1,"Y","No",3,80,1,3,0
23,"No",885,"Research & Development",3,"Medical",1,"Male",58,4,1,"Research Scientist",1,2819,2,"Y","No",3,80,5,3,2
25,"No",810,"Sales",3,"Life Sciences",4,"Male",57,4,2,"Sales Executive",2,4851,0,"Y","No",4,80,4,4,2
38,"No",243,"Sales",4,"Marketing",4,"Female",46,2,2,"Sales Executive",4,4028,0,"Y","No",4,80,8,2,7
29,"No",806,"Research & Development",4,"Life Sciences",2,"Male",76,1,1,"Research Scientist",4,2720,1,"Y","No",3,80,10,5,7
48,"No",817,"Sales",1,"Marketing",2,"Male",56,4,2,"Sales Executive",2,8120,3,"Y","No",3,80,12,3,2
27,"No",1410,"Sales",1,"Medical",4,"Female",71,4,2,"Sales Executive",4,4647,1,"Y","Yes",4,80,6,3,5
37,"No",1225,"Research & Development",2,"Life Sciences",4,"Male",80,4,1,"Research Scientist",4,4680,3,"Y","No",3,80,4,2,0
50,"No",1207,"Research & Development",1,"Medical",4,"Male",74,4,1,"Laboratory Technician",3,3221,1,"Y","Yes",3,80,20,3,8
34,"No",1442,"Research & Development",3,"Medical",4,"Female",46,2,3,"Healthcare Representative",2,8621,1,"Y","No",3,80,9,3,7
24,"Yes",693,"Sales",2,"Life Sciences",1,"Female",65,3,2,"Sales Executive",3,4577,9,"Y","No",3,80,4,3,2
39,"No",408,"Research & Development",4,"Technical Degree",4,"Female",80,2,2,"Healthcare Representative",3,4553,1,"Y","No",3,80,20,4,7
32,"No",929,"Sales",3,"Marketing",4,"Male",55,3,2,"Sales Executive",4,5396,1,"Y","No",3,80,10,2,7
50,"Yes",562,"Sales",2,"Technical Degree",2,"Male",50,3,2,"Sales Executive",3,6796,3,"Y","Yes",3,80,18,4,3
38,"No",827,"Research & Development",4,"Life Sciences",2,"Female",33,4,2,"Healthcare Representative",4,7625,0,"Y","No",3,80,10,4,7
27,"No",608,"Research & Development",2,"Life Sciences",3,"Female",68,3,3,"Manufacturing Director",1,7412,1,"Y","No",3,80,9,3,7
32,"No",1018,"Research & Development",2,"Life Sciences",3,"Female",39,3,3,"Research Director",4,11159,3,"Y","No",3,80,10,6,7
47,"No",703,"Sales",4,"Marketing",4,"Male",42,3,2,"Sales Executive",1,4960,2,"Y","No",3,80,20,2,7
40,"No",580,"Sales",4,"Life Sciences",4,"Male",48,2,3,"Sales Executive",1,10475,5,"Y","Yes",4,80,20,2,13
53,"No",970,"Research & Development",3,"Life Sciences",3,"Male",59,4,4,"Research Director",3,14814,3,"Y","No",3,80,32,3,1
41,"No",427,"Human Resources",4,"Human Resources",2,"Male",73,2,5,"Manager",4,19141,3,"Y","No",3,80,23,2,6
60,"No",1179,"Sales",4,"Marketing",1,"Male",84,3,2,"Sales Executive",1,5405,8,"Y","No",3,80,10,1,2
27,"No",294,"Research & Development",2,"Life Sciences",4,"Male",32,3,3,"Manufacturing Director",1,8793,1,"Y","No",4,80,9,4,7
41,"No",314,"Human Resources",3,"Human Resources",4,"Male",59,2,5,"Manager",3,19189,1,"Y","No",3,80,22,3,7
50,"No",316,"Sales",4,"Marketing",4,"Male",54,3,1,"Sales Representative",2,3875,7,"Y","No",3,80,4,2,2
28,"Yes",654,"Research & Development",2,"Life Sciences",1,"Female",67,1,1,"Research Scientist",2,2216,7,"Y","Yes",3,80,10,4,7
36,"No",427,"Research & Development",3,"Life Sciences",1,"Female",63,4,3,"Research Director",1,11713,9,"Y","No",3,80,10,2,7
38,"No",168,"Research & Development",3,"Life Sciences",3,"Female",81,3,3,"Manufacturing Director",3,7861,4,"Y","Yes",3,80,10,4,0
44,"No",381,"Research & Development",3,"Medical",1,"Male",49,1,1,"Laboratory Technician",3,3708,2,"Y","No",3,80,9,5,2
47,"No",217,"Sales",3,"Medical",4,"Female",49,3,4,"Sales Executive",3,13770,9,"Y","Yes",3,80,28,2,2
30,"No",501,"Sales",5,"Marketing",3,"Male",99,3,2,"Sales Executive",4,5304,7,"Y","No",4,80,10,2,7
29,"No",1396,"Sales",3,"Life Sciences",3,"Male",99,3,1,"Sales Representative",3,2642,1,"Y","No",3,80,1,6,0
42,"Yes",933,"Research & Development",3,"Medical",3,"Male",57,4,1,"Research Scientist",3,2759,6,"Y","Yes",3,80,7,2,2
43,"No",775,"Sales",3,"Life Sciences",4,"Male",47,2,2,"Sales Executive",4,6804,3,"Y","No",3,80,7,5,2
34,"No",970,"Research & Development",2,"Medical",2,"Female",96,3,2,"Healthcare Representative",3,6142,3,"Y","No",3,80,10,2,1
23,"No",650,"Research & Development",1,"Medical",2,"Male",37,3,1,"Laboratory Technician",1,2500,1,"Y","No",3,80,5,2,3
39,"No",141,"Human Resources",3,"Human Resources",3,"Female",44,4,2,"Human Resources",2,6389,9,"Y","No",3,80,12,3,3
56,"No",832,"Research & Development",3,"Medical",3,"Male",81,3,4,"Healthcare Representative",4,11103,7,"Y","No",3,80,30,1,7
40,"No",804,"Research & Development",1,"Medical",4,"Female",86,2,1,"Research Scientist",4,2342,0,"Y","Yes",4,80,5,2,2
27,"No",975,"Research & Development",3,"Medical",4,"Female",55,2,2,"Healthcare Representative",1,6811,8,"Y","No",3,80,9,2,6
29,"No",1090,"Sales",3,"Marketing",4,"Male",83,3,1,"Sales Representative",2,2297,1,"Y","No",3,80,2,2,2
53,"No",346,"Research & Development",3,"Life Sciences",4,"Male",86,3,2,"Laboratory Technician",4,2450,2,"Y","No",3,80,19,4,2
35,"No",1225,"Research & Development",4,"Life Sciences",4,"Female",61,3,2,"Healthcare Representative",1,5093,2,"Y","No",3,80,16,2,0
32,"No",430,"Research & Development",4,"Life Sciences",1,"Male",80,3,2,"Laboratory Technician",4,5309,1,"Y","No",3,80,10,2,8
38,"No",268,"Research & Development",5,"Medical",4,"Male",92,3,1,"Research Scientist",3,3057,6,"Y","Yes",3,80,6,0,0
34,"No",167,"Research & Development",5,"Life Sciences",2,"Female",32,3,2,"Manufacturing Director",1,5121,3,"Y","No",3,80,7,3,0
52,"No",621,"Sales",4,"Marketing",3,"Male",31,2,4,"Manager",1,16856,1,"Y","No",3,80,34,3,6
33,"Yes",527,"Research & Development",4,"Other",4,"Male",63,3,1,"Research Scientist",4,2686,1,"Y","Yes",3,80,10,2,9
25,"No",883,"Sales",1,"Medical",3,"Female",32,3,2,"Sales Executive",4,6180,1,"Y","No",4,80,6,5,5
45,"No",954,"Sales",2,"Technical Degree",2,"Male",46,1,2,"Sales Representative",3,6632,0,"Y","No",3,80,9,3,7
23,"No",310,"Research & Development",1,"Medical",1,"Male",79,4,1,"Research Scientist",3,3505,1,"Y","No",3,80,2,3,2
47,"Yes",719,"Sales",2,"Life Sciences",2,"Female",77,4,2,"Sales Executive",3,6397,4,"Y","Yes",3,80,8,2,4
34,"No",304,"Sales",3,"Other",4,"Male",60,3,2,"Sales Executive",4,6274,1,"Y","No",4,80,6,5,5
55,"Yes",725,"Research & Development",3,"Medical",4,"Male",78,3,5,"Manager",1,19859,5,"Y","Yes",3,80,24,2,2
36,"No",1434,"Sales",4,"Life Sciences",1,"Male",76,2,3,"Sales Executive",1,7587,1,"Y","No",3,80,10,1,7
52,"No",715,"Research & Development",4,"Medical",4,"Male",41,3,1,"Research Scientist",4,4258,0,"Y","No",3,80,5,3,3
26,"No",575,"Research & Development",2,"Life Sciences",1,"Female",71,1,1,"Laboratory Technician",4,4364,3,"Y","No",3,80,5,2,2
29,"No",657,"Research & Development",3,"Medical",2,"Female",66,3,2,"Healthcare Representative",3,4335,4,"Y","No",3,80,11,3,7
26,"Yes",1146,"Sales",3,"Technical Degree",4,"Male",38,2,2,"Sales Executive",1,5326,6,"Y","No",3,80,6,2,3
34,"No",182,"Research & Development",4,"Life Sciences",2,"Female",72,4,1,"Research Scientist",4,3280,2,"Y","No",3,80,10,2,2
54,"No",376,"Research & Development",4,"Medical",4,"Female",95,3,2,"Manufacturing Director",1,5485,9,"Y","Yes",3,80,9,4,3
27,"No",829,"Sales",1,"Marketing",3,"Male",84,3,2,"Sales Executive",4,4342,0,"Y","No",3,80,5,3,2
37,"No",571,"Research & Development",1,"Life Sciences",4,"Female",82,3,1,"Research Scientist",1,2782,0,"Y","Yes",3,80,6,3,3
38,"No",240,"Research & Development",4,"Life Sciences",1,"Female",75,4,2,"Manufacturing Director",1,5980,6,"Y","Yes",3,80,17,2,7
34,"No",121,"Research & Development",4,"Medical",3,"Female",86,2,1,"Research Scientist",1,4381,1,"Y","No",3,80,6,3,5
35,"No",384,"Sales",4,"Life Sciences",1,"Female",72,3,1,"Sales Representative",4,2572,1,"Y","No",3,80,3,1,2
30,"No",921,"Research & Development",3,"Life Sciences",4,"Male",38,1,1,"Laboratory Technician",3,3833,3,"Y","No",4,80,7,2,2
40,"No",791,"Research & Development",2,"Medical",3,"Female",38,4,2,"Healthcare Representative",2,4244,1,"Y","No",4,80,8,2,7
34,"No",1111,"Sales",2,"Life Sciences",3,"Female",93,3,2,"Sales Executive",1,6500,5,"Y","No",3,80,6,1,2
42,"No",570,"Research & Development",3,"Life Sciences",2,"Male",66,3,5,"Manager",4,18430,1,"Y","No",3,80,24,4,7
23,"Yes",1243,"Research & Development",3,"Life Sciences",3,"Male",63,4,1,"Laboratory Technician",1,1601,1,"Y","Yes",4,80,1,2,0
24,"No",1092,"Research & Development",3,"Life Sciences",3,"Male",60,2,1,"Laboratory Technician",2,2694,1,"Y","No",3,80,1,4,0
52,"No",1325,"Research & Development",4,"Life Sciences",4,"Female",82,3,2,"Laboratory Technician",3,3149,8,"Y","No",4,80,9,3,2
50,"No",691,"Research & Development",3,"Medical",3,"Male",64,3,4,"Research Director",3,17639,5,"Y","No",3,80,30,3,3
29,"Yes",805,"Research & Development",2,"Life Sciences",2,"Female",36,2,1,"Laboratory Technician",1,2319,1,"Y","Yes",3,80,1,1,0
33,"No",213,"Research & Development",3,"Medical",3,"Male",49,3,3,"Research Director",3,11691,0,"Y","No",3,80,14,3,9
33,"Yes",118,"Sales",3,"Marketing",1,"Female",69,3,2,"Sales Executive",1,5324,5,"Y","No",3,80,6,3,2
47,"No",202,"Research & Development",2,"Other",3,"Female",33,3,4,"Manager",4,16752,1,"Y","Yes",3,80,26,3,14
36,"No",676,"Research & Development",3,"Other",3,"Female",35,3,2,"Manufacturing Director",2,5228,0,"Y","No",3,80,10,2,7
29,"No",1252,"Research & Development",2,"Life Sciences",3,"Male",81,4,1,"Research Scientist",3,2700,1,"Y","No",4,80,10,3,7
58,"Yes",286,"Research & Development",4,"Life Sciences",4,"Male",31,3,5,"Research Director",2,19246,7,"Y","Yes",3,80,40,2,15
35,"No",1258,"Research & Development",4,"Life Sciences",4,"Female",40,4,1,"Research Scientist",3,2506,3,"Y","No",3,80,7,0,2
42,"No",932,"Research & Development",2,"Life Sciences",4,"Female",43,2,2,"Manufacturing Director",4,6062,9,"Y","Yes",3,80,8,4,3
28,"Yes",890,"Research & Development",4,"Medical",3,"Male",46,3,1,"Research Scientist",3,4382,6,"Y","No",3,80,5,3,2
36,"No",1041,"Human Resources",3,"Human Resources",3,"Male",36,3,1,"Human Resources",2,2143,4,"Y","No",3,80,8,2,2
32,"No",859,"Research & Development",3,"Life Sciences",3,"Female",98,2,2,"Manufacturing Director",3,6162,1,"Y","No",3,80,14,3,13
40,"No",720,"Research & Development",4,"Medical",1,"Male",51,2,2,"Laboratory Technician",3,5094,6,"Y","No",3,80,10,6,0
30,"No",946,"Research & Development",3,"Medical",3,"Female",52,2,2,"Manufacturing Director",4,6877,5,"Y","Yes",4,80,12,4,0
45,"No",252,"Research & Development",3,"Life Sciences",2,"Female",95,2,1,"Research Scientist",3,2274,1,"Y","No",3,80,1,3,0
42,"No",933,"Research & Development",3,"Life Sciences",2,"Male",98,3,2,"Manufacturing Director",2,4434,1,"Y","No",3,80,10,3,8
38,"No",471,"Research & Development",3,"Life Sciences",1,"Male",45,2,2,"Healthcare Representative",1,6288,2,"Y","No",3,80,13,3,3
34,"No",702,"Research & Development",4,"Life Sciences",3,"Female",100,2,1,"Research Scientist",4,2553,1,"Y","No",3,80,6,3,2
49,"Yes",1184,"Sales",3,"Marketing",3,"Female",43,3,3,"Sales Executive",4,7654,1,"Y","No",3,80,9,3,8
55,"Yes",436,"Sales",1,"Medical",3,"Male",37,3,2,"Sales Executive",4,5160,4,"Y","No",3,80,12,3,7
43,"No",589,"Research & Development",2,"Life Sciences",2,"Male",94,3,4,"Research Director",1,17159,6,"Y","No",4,80,22,3,1
27,"No",269,"Research & Development",1,"Technical Degree",3,"Male",42,2,3,"Research Director",4,12808,1,"Y","Yes",3,80,9,3,8
35,"No",950,"Research & Development",3,"Other",3,"Male",59,3,3,"Manufacturing Director",3,10221,3,"Y","No",4,80,17,3,5
28,"No",760,"Sales",4,"Marketing",2,"Female",81,3,2,"Sales Executive",2,4779,1,"Y","Yes",4,80,8,2,7
34,"No",829,"Human Resources",2,"Human Resources",3,"Male",88,3,1,"Human Resources",4,3737,0,"Y","No",3,80,4,1,2
26,"Yes",887,"Research & Development",2,"Medical",3,"Female",88,2,1,"Research Scientist",3,2366,1,"Y","Yes",3,80,8,2,7
27,"No",443,"Research & Development",3,"Medical",4,"Male",50,3,1,"Research Scientist",4,1706,1,"Y","No",3,80,0,6,0
51,"No",1318,"Sales",4,"Marketing",1,"Female",66,3,4,"Manager",3,16307,2,"Y","No",3,80,29,2,6
44,"No",625,"Research & Development",3,"Medical",4,"Male",50,3,2,"Healthcare Representative",2,5933,9,"Y","No",3,80,10,2,2
25,"No",180,"Research & Development",1,"Medical",1,"Male",65,4,1,"Research Scientist",1,3424,7,"Y","No",3,80,6,3,3
33,"No",586,"Sales",3,"Medical",1,"Male",48,4,2,"Sales Executive",1,4037,1,"Y","No",4,80,9,5,8
